dataset,alg,experiment
openml__monks-problems-2__146065,RandomForest,algs-cpu-1-datasets-b
openml__monks-problems-2__146065,STG,algs-gpu-2-datasets-b
openml__monks-problems-2__146065,SVM,algs-cpu-1-datasets-b
openml__monks-problems-2__146065,TabNet,algs-gpu-1-datasets-b-v3
openml__monks-problems-2__146065,TabNet,algs-gpu-1-datasets-b
openml__monks-problems-2__146065,TabTransformer,algs-gpu-2-datasets-b
openml__monks-problems-2__146065,VIME,algs-gpu-1-datasets-b-v3
openml__monks-problems-2__146065,VIME,algs-gpu-1-datasets-b
openml__monks-problems-2__146065,XGBoost,algs-gpu-1-datasets-b-v2
openml__monks-problems-2__146065,XGBoost,algs-gpu-1-datasets-b-v3
openml__monks-problems-2__146065,XGBoost,algs-gpu-1-datasets-b
openml__monks-problems-2__146065,rtdl_FTTransformer,algs-gpu-2-datasets-b
openml__monks-problems-2__146065,rtdl_MLP,algs-gpu-2-datasets-b
openml__monks-problems-2__146065,rtdl_ResNet,algs-gpu-2-datasets-b
